coreid,mofid-v1,mofid-v2,quaternary ,binary,year
2019[Zn][sab]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])[Zn],[C6O13Zn3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2019
2011[V][bpq]3[ASR]7,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O].[V],[V2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH0],1,0,2011
2014[Cu][nan]3[ASR]5,[Cu].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],[Cu3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][OH0][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][OH0][C][=Branch1][C][=O][O-1],1,0,2014
2014[Fe][acs]3[ASR]2,[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)c1cc(C)c(cc1C)c1ccc(cc1)C(=O)[O-],[C6Fe3O13_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][C][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2014
2020[In][sql]2[ASR]2,Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[In],[C4In1O8_Type-1].[O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2020
2009[Cd][sqc]3[ASR]1,[Cd].c1ncn(c1)Cc1cc(Cn2cncc2)c(cc1Cn1cncc1)Cn1cncc1,[Cd1_Type-1].[C][N][=C][N][Branch1][Ring2][C][=Ring1][Branch1][C][C][=C][C][Branch1][=Branch2][C][N][C][=N][C][=C][Ring1][Branch1][=C][Branch1][=N][C][=C][Ring1][N][C][N][C][=N][C][=C][Ring1][Branch1][C][N][C][=N][C][=C][Ring1][Branch1],1,0,2009
2013[Ni][xmz]3[ASR]5,[Ni][OH]([Ni])[Ni].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1,[C6H1Ni3O13_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2013
2014[Zn][utp]3[ASR]2,Cl[Zn].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,[Cl1Zn1_Type-1].[C][N][=C][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch2][Ring1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1],1,0,2014
2014[Cu][nan]3[ASR]29,[Cu].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccccc1.[OH],[Cu8_Type-2].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1].[OH1],2,1,2014
2011[Cd][pcu]3[ASR]2,[Cd].c1ccc(cn1)NCc1ccc(cc1)CNc1cccnc1,[Cd1_Type-1].[C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C][=C][C][=C][N][=C][Ring1][=Branch1],1,0,2011
2013[Zn][rtl]3[ASR]5,[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1ccncc1)C(=O)[O-].[Zn][Zn],[C4O8Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch2][Ring1][=Branch2][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][O][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2013
2017[Mn][sql]2[ASR]2,[Mn]O[Mn].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],[C6Mn2O13_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],3,1,2017
2024[Co][pcu]3[ASR]2,O=C1C(=O)C(=O)C1=O.[Co]12[OH]3[Co]4[OH]2[Co]2[OH]1[Co]3[OH]42,[Co4H4O4_Type-1].[O][=C][C][=Branch1][C][=O][C][=Branch1][C][=O][C][Ring1][=Branch1][=O],1,0,2024
2023[Zn][ant]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],[C6O13Zn4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2023
2023[La][pts]3[ASR]1,[La].[O]N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)[O],[La2_Type-1].[OH0][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Branch1][C][Ring1][O][=O][=C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][=N][=O][OH0],3,1,2023
2017[Cu][scu]3[ASR]3,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1ccc(cc1)C(=C(c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch2][=Branch1][Branch1][=C][Branch2][Ring1][P][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2017
2013[Cu][ths]3[ASR]1,Cl[Cu]Cl.n1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,[Cl2Cu1_Type-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2013
2015[Zn][pcu]3[ASR]9,CN(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],[C6O13Zn4_Type-1].[C][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2015
2014[Zn][nan]3[ASR]19,Cl[Zn].N1=NC2=CC3=C([CH]C2=N1)O[C]1C(=CC2=NN=NC2=C1)O3.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2=N[N]N=c2c1.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2c(c1)N=N[N]2.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2c(c1)[N]N=N2.N1=N[C]2C(=N1)C=C1C(=C2)OC2=CC3=NN=NC3=C[C]2O1.N1=N[C]2C(=N1)C=C1C(=C2)Oc2c(O1)cc1c(c2)[N]N=N1.[Zn],[C12Cl4N18Zn5_Type-1].[N][=N][C][=C][C][=C][Branch1][Branch2][CH1][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][CH0][C][=Branch1][N][=C][C][=N][N][=N][C][Ring1][Branch1][=C][Ring1][=Branch2][O][Ring1][S].[N][=N][C][=C][CH0][C][=Branch1][Branch2][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][C][C][Branch1][Ring2][O][Ring1][=Branch2][=C][C][=N][NH0][N][=C][Ring1][Branch1][C][=Ring1][#Branch2].[N][=N][C][=C][CH0][C][=Branch1][Branch2][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][C][=C][Branch1][Ring2][O][Ring1][=Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][=N][NH0][Ring1][=Branch1].[N][=N][C][=C][CH0][C][=Branch1][Branch2][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][C][=C][Branch1][Ring2][O][Ring1][=Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][NH0][N][=N][Ring1][=Branch1].[N][=N][CH0][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][=C][C][=N][N][=N][C][Ring1][Branch1][=C][CH0][Ring1][=Branch2][O][Ring1][=C].[N][=N][CH0][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][NH0][N][=N][Ring1][=Branch1],1,0,2014
2014[Cu][tbo]3[ASR]9,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2014
2013[Ni][xmz]3[ASR]7,[Ni][OH2]([Ni])[Ni].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1,[C6H2Ni3O13_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2013
2011[Gd][nan]3[ASR]5,[Gd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[Gd1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],3,1,2011
2022[In][nan]2[ASR]1,O.O[C](c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])O.[In],[In1_Type-1].[O].[O][CH0][Branch2][Ring2][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O],1,0,2022
2013[Cd][rtl]3[ASR]2,[Cd][Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C6Cd2O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2013
2016[Zn][nan]2[ASR]3,Fc1c(F)c(C2=C3C=CC(=C(c4ccncc4)C4=NC(=C(C5=CC=C(C(=C6N=C2C=C6)c2ccncc2)[N]5)c2c(F)c(F)c(c(c2F)F)F)C=C4)[N]3)c(c(c1F)F)F.[Zn],[Zn1_Type-1].[F][C][=C][Branch1][C][F][C][Branch2][#Branch1][O][C][=C][C][=C][C][=Branch2][=Branch1][#C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][=Branch2][Branch1][=Branch2][=C][Branch2][Ring1][S][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][O][=C][N][=C][Ring2][Ring1][Branch2][C][=C][Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][NH0][Ring1][P][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][Branch2][F][F][F][C][=C][Ring2][Ring2][C][NH0][Ring2][Ring2][=C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][Ring2][Branch1][=Branch1][F][F][F],1,0,2016
2019[Ag][nan]2[ASR]1,[Ag].[O-]C(=O)C12CC3CC(C1)CC(C2)(C3)n1cnnc1,[Ag4C12H8N12O8_Type-1].[O-1][C][=Branch1][C][=O][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][=Branch2][Branch1][Ring2][C][Ring1][Branch2][N][C][=N][N][=C][Ring1][Branch1],3,1,2019
2014[Cd][sqc]3[ASR]1,[Cd].[O-]C(=O)CCn1cnc2c1nc(N)nc2.[O],[Cd1_Type-1].[O-1][C][=Branch1][C][=O][C][C][N][C][=N][C][=C][Ring1][Branch1][N][=C][Branch1][C][N][N][=C][Ring1][#Branch1].[OH0],3,1,2014
2012[Cu][tbo]3[ASR]5,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2012
2021[Y][pcu]3[ASR]1,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[O]12[Y]34[O]5[Y]62[O]2[Y]71[O]4[Y]14[O]3[Y]35[O]6[Y]2([O]71)[O]43,[C12O32Y6_Type-3].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2021
2017[Cu][sql]2[ASR]3,[Cu][Cu].[O-]C(=O)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C(=O)[O-])c1ccc(cc1)c1ccc(s1)C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch2][Ring1][=Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O-1],2,1,2017
2019[Zn][sql]2[ASR]2,[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[Zn][Zn],[C4O8Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][C][C][C][Ring1][Ring2][C][C][Ring1][=Branch1][C][Ring1][=Branch1][C][Ring1][=Branch1][Ring1][Ring2][C][=Branch1][C][=O][O-1],1,0,2019
2017[Ag][sqc]2[ASR]1,[Ag][Ag].[O-]C(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],[Ag4C4O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch2][Ring2][C][=C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2017
2014[Zn][nan]3[ASR]32,[O]P(=O)(C(P(=O)([O])[O])(Cn1cncc1)O)[O].[Zn],[Zn1_Type-1].[OH0][P][=Branch1][C][=O][Branch2][Ring1][#Branch1][C][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][OH0][OH0][Branch1][=Branch2][C][N][C][=N][C][=C][Ring1][Branch1][O][OH0],2,1,2014
2020[Cu][sql]2[ASR]6,O=C(c1cccc(n1)C(=O)Nc1cccc(c1)C(=O)[O-])Nc1cccc(c1)C(=O)[O-].[Cu][Cu],[C4Cu2O8_Type-1].[O][=C][Branch2][Ring1][#C][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2020
2015[Zn][hyw]3[ASR]2,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C=CN([CH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],[C4O8Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=C][N][Branch1][Ring2][CH1][Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2015
2019[Zr][sqc]3[ASR]1,[O-]C(=O)C=Cc1ccc(cc1)c1cc(c2ccc(cc2)C=CC(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C=CC(=O)[O-])c1ccc(cc1)C=CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,[C8O24Zr6_Type-2].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring1][C][C][C][=C][C][=Branch1][Branch1][=C][C][=Ring1][=Branch1][C][=C][C][=Branch1][C][=O][O-1][=C][C][C][Ring1][P][=C][C][=C][C][=Ring1][=Branch1][C][Branch1][Branch1][C][=C][Ring1][#Branch2][=C][Branch2][Ring1][=Branch1][C][=C][Ring1][Branch2][C][C][=C][C][=Branch1][Branch1][=C][C][=Ring1][=Branch1][C][=C][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][O-1],3,1,2019
2017[Mn][sql]2[ASR]3,[Mn]O[Mn].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],[C6Mn2O13_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],3,1,2017
2023[In][neb]3[ASR]1,[In].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],2,1,2023
2007[Cd][pyr]3[ASR]1,O=C(c1cc(cc(c1)C(=O)Nc1ccncc1)C(=O)Nc1ccncc1)Nc1ccncc1.[Cd],[Cd1_Type-1].[O][=C][Branch2][Ring2][Branch2][C][=C][C][=Branch2][Ring1][Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2007
2015[Eu][nan]3[ASR]5,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])O.[OH2][Eu][OH2][Eu][OH2],[Eu2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][#Branch2][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O-1][O],2,1,2015
2009[In][ctn]3[ASR]4,[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2009
2013[Ce][kgd]2[ASR]1,[Ce].[O-]C(=O)COc1ccc(cc1)N(CC(=O)[O-])CC(=O)[O-],[Ce2_Type-2].[O-1][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1],3,1,2013
2007[Cd][dia]3[ASR]7,Fc1c(Cc2ccncc2)c(F)c(c(c1F)Cc1ccncc1)F.[Cd],[Cd1_Type-1].[F][C][=C][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][=C][Branch1][P][C][=Branch1][Branch1][=C][Ring1][=C][F][C][C][=C][C][=N][C][=C][Ring1][=Branch1][F],1,0,2007
2020[In][sql]2[ASR]1,[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C1=C(SC(=C2SC(=C(S2)c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c2cc(cc(c2)C(=O)O)C(=O)[O-])S1)c1cc(cc(c1)C(=O)O)C(=O)[O-],[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Branch2][=Branch1][C][S][C][=Branch2][Branch1][=Branch2][=C][S][C][=Branch2][Ring1][=N][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O-1][S][Ring2][Ring2][C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O-1],1,0,2020
2012[Cu][unc]3[ASR]8,O(CCC1=N[N]N=N1)CCC1=N[N]N=N1.[Cu],[Cu1_Type-1].[O][Branch1][#Branch2][C][C][C][=N][NH0][N][=N][Ring1][Branch1][C][C][C][=N][NH0][N][=N][Ring1][Branch1],1,0,2012
2012[Zn][nan]3[ASR]13,[O-]C(=O)c1ccc(cc1)C1=C(SC(=C2SC(=C(S2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])S1)c1ccc(cc1)C(=O)[O-].[Zn],[Zn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch2][Branch1][Ring2][S][C][=Branch2][Ring2][O][=C][S][C][=Branch2][Ring1][=Branch1][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][S][Ring2][Ring1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],2,1,2012
2005[In][bpq]3[ASR]1,[In].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],[In1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH1],1,0,2005
2008[In][dia]3[ASR]2,[In].[O-]C(=O)c1ccc(s1)C(=O)[O-],[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O-1],2,1,2008
2013[Co][dia]3[ASR]1,[Co].[O-]C(=O)c1ccncc1,[C2Co1O4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2013
